,Letter,City,Population,GoogleUrl,YandexUrl,WikiUrl,PicUrl,MapUrl,Latitude,Longitude,WikiSummary
10,а,Азов,80428,https://www.google.com/search?q=Азов,https://yandex.ru/search/?text=Азов,https://ru.wikipedia.org/wiki/Азов,https://upload.wikimedia.org/wikipedia/commons/6/65/%D0%90%D0%B7%D0%BE%D0%B2_%28%D0%A0%D0%BE%D1%81%D1%82%D0%BE%D0%B2%D1%81%D0%BA%D0%B0%D1%8F_%D0%BE%D0%B1%D0%BB%D0%B0%D1%81%D1%82%D1%8C%29.jpg,https://www.openstreetmap.org/search?query=Азов,47.11,39.41,"Азо́в (прежние наименования Азак (XIII—XIV вв.), Тана (XV—XVI вв.)) — город в Ростовской области России. Образует городской округ город Азов. Административный центр Азовского района."
11,а,Анжеро-Судженск,68116,https://www.google.com/search?q=Анжеро-Судженск,https://yandex.ru/search/?text=Анжеро-Судженск,https://ru.wikipedia.org/wiki/Анжеро-Судженск,https://upload.wikimedia.org/wikipedia/commons/b/b8/%D0%97%D0%B4%D0%B0%D0%BD%D0%B8%D0%B5_%D0%B0%D0%B4%D0%BC%D0%B8%D0%BD%D0%B8%D1%81%D1%82%D1%80%D0%B0%D1%86%D0%B8%D0%B8_%D0%B3%D0%BE%D1%80%D0%BE%D0%B4%D0%B0_%D0%90%D0%BD%D0%B6%D0%B5%D1%80%D0%BE-%D0%A1%D1%83%D0%B4%D0%B6%D0%B5%D0%BD%D1%81%D0%BA%D0%B0_%283%29.jpg,https://www.openstreetmap.org/search?query=Анжеро-Судженск,56.07,86.03,"Анже́ро-Су́дженск — город (с 1931) в Кемеровской области России, в 80 км к северу от областного центра — Кемерово. Административный центр Анжеро-Судженского городского округа. Город областного подчинения.
Население — 79 706 чел. (2021).
Распоряжением Правительства РФ от 29.07.2014 № 1398-р (ред. от 13.05.2016) «Об утверждении перечня моногородов» включён в список моногородов Российской Федерации с наиболее сложным социально-экономическим положением. Данный статус позволил Анжеро-Судженскому городскому округу, в рамках соглашения с НО ""Фонд развития моногородов"" построить объекты инженерной инфраструктуры для реализации новых инвестиционных проектов.   
Постановлением Правительства Российской Федерации от 19.09.2016 года № 941 ""О создании территории опережающего социально-экономического развития ""Анжеро-Судженск"" городу присвоен статус ТОСЭР.
Анжеро-Судженск расположен в Кузнецкой котловине, в 80 км к северу от Кемерова. Железнодорожная станция Анжерская на линии Тайга (Западно-Сибирская железная дорога) — Мариинск (Красноярская железная дорога) Транссибирской магистраль.
Город имеет выгодное экономико-географическое положение, обусловленное:

равной удалённостью от Новосибирской, Томской областей, Алтайского и Красноярского края;
наличием магистральной железной дороги (Западно-Сибирская железная дорога) и сети внутригородских железнодорожных путей со свободными ж/д тупиками,  автомобильных дорог и свободных энергомощностей (Ново-Анжерская подстанция 500кВ);
прохождением нефтепровода Александровск-Анжеро-Судженск-Омск и Александровск-Анжеро-Судженск-Иркутск;
наличием запасов полезных ископаемых и разнообразных природных ресурсов;
наличием 19 свободных производственных площадок готовых освоению инвесторами."
12,а,Асбест,62908,https://www.google.com/search?q=Асбест,https://yandex.ru/search/?text=Асбест,https://ru.wikipedia.org/wiki/Асбест,https://upload.wikimedia.org/wikipedia/commons/b/b7/Asbestos_fibres.jpg,https://www.openstreetmap.org/search?query=Асбест,57.01,61.45,"Асбе́ст (греч. ἄσβεστος — негасимый, от греч. σβενο - гасить) или горный лён — собирательное название ряда тонковолокнистых минералов из класса силикатов, образующих в природе агрегаты, состоящие из тончайших гибких волокон. Применяется в самых различных областях, например в строительстве, автомобильной промышленности и ракетостроении.
Является канцерогеном первой категории по классификации МАИР."
13,а,Александров,57899,https://www.google.com/search?q=Александров,https://yandex.ru/search/?text=Александров,https://ru.wikipedia.org/wiki/Александров_(город),https://upload.wikimedia.org/wikipedia/commons/5/5d/Alexandrovskaya_Sloboda.jpg,https://www.openstreetmap.org/search?query=Александров,56.4,38.7167,"Алекса́ндров (ранее Алекса́ндровская слобода́, Алекса́ндрова слобода) — город (с 1778 года) в России. Административный центр Александровского района Владимирской области. Четвёртый по величине город области, туристический центр на Золотом кольце России. Является центром Александровской агломерации населением около 130 тыс. жителей.  Имеет города-спутники Струнино и Карабаново. Образует одноимённое муниципальное образование город Александров со статусом городского поселения как единственный населённый пункт в его составе."
14,а,Алексин,57516,https://www.google.com/search?q=Алексин,https://yandex.ru/search/?text=Алексин,https://ru.wikipedia.org/wiki/Алексин,https://upload.wikimedia.org/wikipedia/commons/4/48/%D0%94%D0%B2%D0%BE%D1%80_%D1%83%D1%81%D0%B0%D0%B4%D1%8C%D0%B1%D1%8B_%D0%9C%D0%B0%D1%81%D0%BB%D0%BE%D0%B2%D0%B0.jpg,https://www.openstreetmap.org/search?query=Алексин,54.51,37.08,"Але́ксин — город в Тульской области России, центр Алексинского района и соответствующего муниципального образования город Алексин. Расположен в северной части Среднерусской возвышенности, на обоих берегах реки Оки, в 59 км к северо-западу от Тулы, в 69 км к востоку от Калуги и в 150 км к югу от Москвы. Население — 57 516 чел. (2020)."
15,а,Апатиты,54667,https://www.google.com/search?q=Апатиты,https://yandex.ru/search/?text=Апатиты,https://ru.wikipedia.org/wiki/Апатиты,https://upload.wikimedia.org/wikipedia/commons/9/97/Apatity_and_Khibiny_mountains.JPG,https://www.openstreetmap.org/search?query=Апатиты,67.56,33.39,"Апати́ты — город в Мурманской области России. Центр городского округа город Апатиты с подведомственной территорией, в который помимо него входят посёлок Тик-Губа и станция Хибины.
Расположен на Кольском полуострове, между озером Имандра и горным массивом Хибины на левом берегу реки Белая.
Железнодорожная станция (Апатиты-1) на линии Мурманск — Беломорск (Октябрьская железная дорога). Население — 53 847 чел. (2021). Четвертый по величине город за Северным полярным кругом."
16,а,Арсеньев,52173,https://www.google.com/search?q=Арсеньев,https://yandex.ru/search/?text=Арсеньев,https://ru.wikipedia.org/wiki/Арсеньев_(город),https://upload.wikimedia.org/wikipedia/commons/a/ae/%D0%90%D1%80%D1%81%D0%B5%D0%BD%D1%8C%D0%B5%D0%B2_%D0%B2%D0%B8%D0%B4_%D1%81_%D0%9E%D0%B1%D0%B7%D0%BE%D1%80%D0%BD%D0%BE%D0%B9.JPG,https://www.openstreetmap.org/search?query=Арсеньев,44.16,133.27,"Арсе́ньев — город (с 1952 года) в Приморском крае России, в 160 км к северо-востоку от Владивостока (250 км по автодороге). Образует Арсеньевский городской округ как единственный населённый пункт в его составе. Население — 51 723 чел. (2021). Площадь города 39,37 км². Назван в честь путешественника и писателя, исследователя Уссурийского края Владимира Клавдиевича Арсеньева.
Расположен в предгорьях Сихотэ-Алиня (Восточный Синий хребет), в долине (правобережье) реки Арсеньевка (приток Уссури).
Относится к монопрофильным городам: социально-экономическое положение Арсеньева зависит от деятельности градообразующих предприятий ПАО ААК «Прогресс» и «Аскольд»."
17,а,Аксай,46018,https://www.google.com/search?q=Аксай,https://yandex.ru/search/?text=Аксай,https://ru.wikipedia.org/w/index.php?search=Аксай,,https://www.openstreetmap.org/search?query=Аксай,47.95,43.97,
18,а,Апшеронск,39488,https://www.google.com/search?q=Апшеронск,https://yandex.ru/search/?text=Апшеронск,https://ru.wikipedia.org/wiki/Апшеронск,https://upload.wikimedia.org/wikipedia/commons/5/52/%D0%90%D0%BF%D1%88%D0%B5%D1%80%D0%BE%D0%BD%D1%81%D0%BA.jpg,https://www.openstreetmap.org/search?query=Апшеронск,44.46,39.73,"Апшеро́нск — город на юге России, в Краснодарском крае. Административный центр Апшеронского муниципального района и Апшеронского городского поселения."
19,а,Аргун,39275,https://www.google.com/search?q=Аргун,https://yandex.ru/search/?text=Аргун,https://ru.wikipedia.org/wiki/Аргун_(город),https://upload.wikimedia.org/wikipedia/commons/1/14/Argun_PB040153_2200.jpg,https://www.openstreetmap.org/search?query=Аргун,43.29,45.87,"Аргун (чеч. Орга-Гӏала, УстаргӀардойн-Эвла) — город в Чеченской Республике Российской Федерации.
Город республиканского значения, административный центр городского округа город Аргун."
20,а,Абинск,39058,https://www.google.com/search?q=Абинск,https://yandex.ru/search/?text=Абинск,https://ru.wikipedia.org/wiki/Абинск,https://upload.wikimedia.org/wikipedia/commons/4/44/Center_of_Abinsk._August_2014._-_%D0%A6%D0%B5%D0%BD%D1%82%D1%80_%D0%90%D0%B1%D0%B8%D0%BD%D1%81%D0%BA%D0%B0._%D0%90%D0%B2%D0%B3%D1%83%D1%81%D1%82_2014._-_panoramio.jpg,https://www.openstreetmap.org/search?query=Абинск,44.86,38.16,"Аби́нск — город на юге России, в Краснодарском крае. Административный центр Абинского муниципального района, в составе которого образует Абинское городское поселение."
21,а,Амурск,38913,https://www.google.com/search?q=Амурск,https://yandex.ru/search/?text=Амурск,https://ru.wikipedia.org/wiki/Амурск,https://upload.wikimedia.org/wikipedia/commons/4/4c/%D0%90%D0%BC%D1%83%D1%80%D1%81%D0%BA%2C_%D0%B8%D1%8E%D0%BD%D1%8C_2016_%2827%29.jpg,https://www.openstreetmap.org/search?query=Амурск,50.2261,136.8994,"Аму́рск — город в России, административный центр Амурского района Хабаровского края.
Амурск был основан 19 июня 1958 года.
Образует городское поселение Город Амурск как единственный населённый пункт в его составе."
22,а,Алексеевка,37811,https://www.google.com/search?q=Город+Алексеевка+в+Белгородской+области,https://yandex.ru/search/?text=Город+Алексеевка+в+Белгородской+области,"https://ru.wikipedia.org/wiki/Алексеевка_(город,_Белгородская_область)",https://upload.wikimedia.org/wikipedia/commons/e/e6/%D0%A1%D0%B2%D1%8F%D1%82%D0%BE-%D0%A2%D1%80%D0%BE%D0%B8%D1%86%D0%BA%D0%B8%D0%B9_%D1%85%D1%80%D0%B0%D0%BC_%28Holy_Trinity_Cathedral%29_-_%D0%90%D0%BB%D0%B5%D0%BA%D1%81%D0%B5%D0%B5%D0%B2%D0%BA%D0%B0_%28Alekseevka%29.jpg,https://www.openstreetmap.org/search?query=Алексеевка,54.76,75.45,"Алексе́евка — город (с 1954) в России, административный центр Алексеевского района (городского округа) Белгородской области. До 1954 года город входил в состав Воронежской области. День Города (городского округа) — третье воскресенье августа, отмечается ежегодно."
23,а,Алапаевск,37131,https://www.google.com/search?q=Алапаевск,https://yandex.ru/search/?text=Алапаевск,https://ru.wikipedia.org/wiki/Алапаевск,https://upload.wikimedia.org/wikipedia/commons/8/89/%D0%90%D0%BB%D0%B0%D0%BF%D0%B0%D0%B5%D0%B2%D1%81%D0%BA.jpg,https://www.openstreetmap.org/search?query=Алапаевск,57.85,61.69,"Алапа́евск — город в Свердловской области России. Административный центр муниципального образования город Алапаевск со статусом городского округа. Является местом расположения органов местного самоуправления муниципального образования Алапаевского, в состав которого не входит. Официально центром муниципального образования объявлен пгт. Верхняя Синячиха.
Берёт своё начало с деревни Алапаихи, основанной в 1639 году на берегу одноимённой речки, близ места её впадения в реку Нейву. В 1781 году Алапаевск получил статус города, по указу Екатерины II став центром Алапаевского уезда Пермской губернии. В 1783 году он получил свой первый герб."
24,а,Ахтубинск,36544,https://www.google.com/search?q=Ахтубинск,https://yandex.ru/search/?text=Ахтубинск,https://ru.wikipedia.org/wiki/Ахтубинск,https://upload.wikimedia.org/wikipedia/commons/3/33/%D0%9F%D0%B0%D1%80%D0%BA%D0%90%D1%85%D1%82%D1%83%D0%B1%D0%B8%D0%BD%D1%81%D0%BA.jpg,https://www.openstreetmap.org/search?query=Ахтубинск,48.27,46.17,"Ахту́бинск — город в Астраханской области России, административный центр Ахтубинского района. Образован в 1959 году путём объединения села (до 1918 года — слобода) Владимировка, посёлков Петропавловка и Ахтуба, а также авиационного военного городка.
Расположен в северной части области на левых берегах рукавов Волги: А́хтубы, Владимировки и Калмынки, в 292 км к северу от Астрахани.
Расположен на противоположном берегу Волги относительно участка Волгоград — Астрахань федеральной автодороги М6 «Каспий».
Градообразующим учреждением является Государственный лётно-испытательный центр им. В. П. Чкалова. Администрацией городского поселения и ГЛИЦ ведутся активные действия по присвоению городу статуса наукограда."
25,а,Азнакаево,34197,https://www.google.com/search?q=Азнакаево,https://yandex.ru/search/?text=Азнакаево,https://ru.wikipedia.org/wiki/Азнакаево,,https://www.openstreetmap.org/search?query=Азнакаево,54.85,53.1,Азнака́ево (тат.  Азнака́й) — город в Республике Татарстан России. Административный центр Азнакаевского района. Образует муниципальное образование город Азнакаево со статусом городского поселения как единственный населённый пункт в его составе. Входит в полицентрическую Альметьевскую (Альметьевско-Бугульминскую) агломерацию.
26,а,Алатырь,33752,https://www.google.com/search?q=Алатырь,https://yandex.ru/search/?text=Алатырь,https://ru.wikipedia.org/wiki/Алатырь,https://upload.wikimedia.org/wikipedia/commons/f/f7/%D0%90%D0%BB%D0%B0%D1%82%D1%8B%D1%80%D1%8C%2C_%D1%83%D0%BB%D0%B8%D1%86%D0%B0_%D0%9A%D0%B8%D1%80%D0%BE%D0%B2%D0%B0%2C_1.jpg,https://www.openstreetmap.org/search?query=Алатырь,54.85,46.6,"Ала́тырь (чуваш. Улатӑр) — город в Чувашской Республике России. Административный центр Алатырского района, в состав которого не входит. Образует городской округ город Алатырь."
27,а,Апрелевка,30669,https://www.google.com/search?q=Апрелевка,https://yandex.ru/search/?text=Апрелевка,https://ru.wikipedia.org/wiki/Апрелевка,https://upload.wikimedia.org/wikipedia/commons/7/79/Aprelevka_panorma.jpg,https://www.openstreetmap.org/search?query=Апрелевка,55.53,37.06,"Апре́левка — город в России (с 1961) в городском округе Наро-Фоминск Московской области.
Население города — 30 669 чел. (2020).
Апрелевка находится на берегу реки Десны, в 28 км к юго-западу от города Москвы и в 28 км к северо-востоку от города Наро-Фоминска.
В Апрелевке преобладает умеренно континентальный климат. Среднегодовая норма осадков — 644 мм. Самый холодный месяц январь, средняя температура составляет -9,3 ° C. Самый тёплый месяц июль, средняя температура составляет +19,3 ° C.
Железнодорожная станция на линии Москва — Калуга Московской железной дороги."
28,а,Артемовский,30101,https://www.google.com/search?q=Артемовский,https://yandex.ru/search/?text=Артемовский,https://ru.wikipedia.org/wiki/Артемовский,https://upload.wikimedia.org/wikipedia/commons/2/2a/%D0%92%D0%B5%D0%BD%D1%82%D0%BF%D1%80%D0%BE%D0%BC.gif,https://www.openstreetmap.org/search?query=Артемовский,57.35,61.87,Артёмовский — город в Свердловской области России. Административный центр Артёмовского городского округа.
29,а,Алушта,30088,https://www.google.com/search?q=Алушта,https://yandex.ru/search/?text=Алушта,https://ru.wikipedia.org/wiki/Алушта,https://upload.wikimedia.org/wikipedia/commons/0/02/AlushtaPanorama_banner.jpg,https://www.openstreetmap.org/search?query=Алушта,58.0230679,56.232803119037456,"Алу́шта (укр. Алу́шта, крымскотат. Aluşta, Алушта) — город-курорт на южном берегу Крыма. Административный центр городского округа Алушта (Алуштинского горсовета), так называемой Большой Алушты."
30,а,Аша,29066,https://www.google.com/search?q=Аша,https://yandex.ru/search/?text=Аша,https://ru.wikipedia.org/wiki/Аша,https://upload.wikimedia.org/wikipedia/commons/7/7d/Asha.jpg,https://www.openstreetmap.org/search?query=Аша,55.0,57.26,"Аша́ —  город в Ашинском районе Челябинской области России. Административный центр Ашинского района и Ашинского городского поселения. Население составляет 29 066 чел. (2020).
Имеет статус города областного подчинения с территориальным районом.
День города празднуется в третью субботу июля. В 1998 году город отпраздновал своё 100-летие со дня основания.
Распоряжением Правительства РФ от 29 июля 2014 года № 1398-р «Об утверждении перечня моногородов» муниципальное образование включено в категорию «Монопрофильные муниципальные образования Российской Федерации (моногорода) с наиболее сложным социально-экономическим положением»."
31,а,Алейск,28974,https://www.google.com/search?q=Алейск,https://yandex.ru/search/?text=Алейск,https://ru.wikipedia.org/wiki/Алейск,https://upload.wikimedia.org/wikipedia/commons/d/d2/%D0%90%D0%BB%D0%B5%D0%B9%D1%81%D0%BA._%D0%9C%D0%B0%D0%BB%D0%BE%D0%BF%D0%B0%D0%BD%D1%8E%D1%88%D0%B5%D0%B2%D0%BE..jpg,https://www.openstreetmap.org/search?query=Алейск,52.49,82.77,"Але́йск — город (с 1939 г.) в Алтайском крае России. Административный центр Алейского района, в состав которого не входит. Образует городской округ город Алейск как единственный населённый пункт в его составе.
Распоряжением Правительства РФ в 2014 году включён в число моногородов, в которых имеются риски ухудшения социально-экономического положения."
32,а,Асино,24346,https://www.google.com/search?q=Асино,https://yandex.ru/search/?text=Асино,https://ru.wikipedia.org/wiki/Асино,https://upload.wikimedia.org/wikipedia/commons/7/7f/Asino%2C_street_scene.jpg,https://www.openstreetmap.org/search?query=Асино,57.0,86.14,"А́сино — город (с 1952) в России, административный центр Асиновского района Томской области и Асиновского городского поселения.
Население — 24 442 чел. (2021)."
33,а,Аткарск,24125,https://www.google.com/search?q=Аткарск,https://yandex.ru/search/?text=Аткарск,https://ru.wikipedia.org/wiki/Аткарск,https://upload.wikimedia.org/wikipedia/commons/d/da/Ratusha_atkarsk.jpg,https://www.openstreetmap.org/search?query=Аткарск,51.87,45.0,"Эта статья о городе. Статью о железнодорожной станции см. Аткарск (станция)Атка́рск — город (с 1780 года (в другом источнике — с 1781 года) — уездный город) в России, административный центр Аткарского района Саратовской области. 
Город образует одноимённое муниципальное образование город Аткарск со статусом городского поселения как единственный населённый пункт в его составе. С 1798 года по 1804 год Аткарск был лишен городского статуса."
34,а,Арск,22970,https://www.google.com/search?q=Арск,https://yandex.ru/search/?text=Арск,https://ru.wikipedia.org/wiki/Арск,https://upload.wikimedia.org/wikipedia/commons/5/59/Arsk_train_station%2C_Gor%27kovskaya_railways%2C_Russia._Main_hall_view.jpg,https://www.openstreetmap.org/search?query=Арск,56.08,49.87,"Арск (тат. Арча) — город в Республике Татарстан России. Административный центр Арского района, образует муниципальное образование «город Арск», наделённое статусом городского поселения."
35,а,Армянск,21406,https://www.google.com/search?q=Армянск,https://yandex.ru/search/?text=Армянск,https://ru.wikipedia.org/wiki/Армянск,https://upload.wikimedia.org/wikipedia/commons/3/3c/%D0%90%D1%80%D0%BC%D1%8F%D0%BD%D1%81%D1%8C%D0%BA-%D0%BA%D0%B2%D0%B0%D1%80%D1%82%D0%B0%D0%BB%D0%B8.JPG,https://www.openstreetmap.org/search?query=Армянск,58.0230679,56.232803119037456,"Армя́нск (ранее Армя́нский База́р; укр. Армянськ, арм. Արմյանսկ, крымскотат. Ermeni Bazar, Эрмени Базар) — город на севере Крыма. Расположен на Перекопском перешейке, соединяющем Крымский полуостров с континентом. Административный центр городского округа Армянск (Армянского горсовета), который помимо собственно Армянска включает также 3 села: Волошино, Перекоп и Суворово."
